Eng,Ja
silver, 銀
love, 愛情
reason, 推論
development, 発展
plant, 植物
like, 同じような
bottle, ビン
circle, 一回り
past, 通り越して
stitch, ぬい合わせる
box, 箱
step, 段
train, 列車
need, 動機
transport, 運輸
slope, 傾ける
picture, 絵
position, 場所
hate, うらむ
floor, 床
serious, まじめな
wet, ぬれた
boot, ブーツ
south, 南
flame, 火炎
send, 送る
off, ～から離れて
normal, 正常な
army, 軍団
short, 短い
rub, こする
place, 場所
curve, 曲がる
direction, 舵取り
comb, クシ
crack, ひびわれる
wide, 幅広い
parcel, 小包
out, 外に
kick, 蹴り
shut, 閉じた
silk, 絹糸
point, 点
example, 見本
wise, かしこい才
winter, 冬
salt, 塩
tomorrow, あす
smoke, 煙を出す
knot, 結ぶ
