Eng,Ja
much, ほぼ
across, 横切った
cart, カート
card, カード
price, 価格
take, 取る
meeting, 集まり
salt, 塩
sea, 海
put, 置く
needle, はり
black, 黒い
agreement, 協定
doubt, 怪しむ
general, 世間一般の
song, 歌
blood, 血液
floor, 床
brush, ブラシ
window, ウィンドウ
while, 期間
complete, 完全な
talk, 話す
soap, せっけん
cruel, 無情な
addition, 付け足し
rest, 休む
glove, 手袋
forward, 前に
worm, 虫
example, 見本
cushion, クッション
mountain, 山
wheel, 車輪
great, 偉大な
money, 硬貨
between, 中間に
throat, のど
shelf, 棚
condition, 条件
list, 挙げる
red, 赤い
humor, ユーモア
harmony, 調和
awake, 覚めた
bulb, 球状のもの
top, てっぺん
prose, 散文
knowledge, 知識
quality, 品質
