Eng,Ja
cry, めそめそする
nose, 鼻
help, 助ける
expert, 専門家
flat, フラット
line, 線
world, 世界
heat, 暖める
salt, 塩
knife, ナイフ
card, カード
sudden, 急激
touch, タッチ
snake, ヘビ
wash, 洗う
journey, 旅行
mobile, モバイル
cultivate, 耕す
rest, 休む
wave, 波
awake, 覚めた
discussion, 話し合い
debt, 負債
camera, カメラ
around, 周りに
other, ほかの
cruel, 無情な
mind, 気持ち
hook, 鉤
brown, 茶色い
talk, 話す
condition, 条件
such, こんな
desire, 欲しがる
play, 遊ぶ
stomach, 胃
angry, 怒った
ear, 耳
bit, かけら
hand, 手
wall, カベ
attention, 注意
increase, 増やす
sign, 記号
equal, 等しい
weight, 重さ
private, 秘密の
town, 町
protest, 断言する
together, 同時に
