Eng,Ja
drawer, 引き出し
how, 方法
growth, 成長
neck, 首
among, ～の間に
birth, 生みだす
taste, 味覚
seed, たね
trouble, 故障
nuts, 木の実
number, 数
meeting, 集まり
space, スペース
direction, 舵取り
brother, 兄
society, 世界
wound, 負傷
in, 中に
boiling, 煮えた
friend, 友達
decision, 判断
round, まるい
branch, 枝
shade, 影
nation, 国家
attempt, 試みる
crime, 犯罪
window, ウィンドウ
smile, ほほ笑む
ice, 氷
awake, 覚めた
between, 中間に
dry, 乾いた
comfort, 快適
owner, 持主
detail, 詳しく述べる
soup, スープ
true, 正確な
moon, 月
muscle, 筋肉
balance, バランスをとる
broken, 壊れた
only, ただひとり
secret, 秘密の
journey, 旅行
be, ある
cloth, 生地
lock, かぎ
leaf, 葉っぱ
plate, 平皿
