Eng,Ja
sharp, するどい
flame, 火炎
ink, インク
business, シゴト
surprise, 驚き
still, 静かな
run, 走る
cord, ひも
steel, 鋼鉄
punishment, 処罰
burn, 燃す
of, ～の
rate, 割合
wet, ぬれた
poison, 毒
ear, 耳
wax, ロウ
street, ストリート
journey, 旅行
strange, 奇妙な
love, 愛情
pencil, 鉛筆
much, ほぼ
dry, 乾いた
education, 教育
secret, 秘密の
ticket, チケット
electric, 電気の
ship, 船
store, 商店
west, 西
fat, 太った
slope, 傾ける
door, 扉
boiling, 煮えた
narrow, せまい
degree, レベル
taste, 味覚
strong, 力強い
power, 力
year, 年
social, 社会
representative, 代表する
liquid, 液体
group, 集まり
after, ～の後に
from, ～から
join, 交わる
sponge, スポンジ
seed, たね
