Eng,Ja
trick, いたずら
frame, 骨組み
girl, 令嬢
hope, 実現させたいと願う
top, てっぺん
danger, リスク
selection, 選択
trouble, 故障
food, 食べ物
feeling, 感じ
road, 道筋
cow, 牛
waiting, 待ち時間
opposite, 向かい合わせの
respect, 尊敬
political, 政治的な
new, 新しい
complete, 完全な
cut, カットされた
special, 特別の
swim, 泳ぎ
weather, 天気
red, 赤い
soap, せっけん
land, 土地
drawer, 引き出し
mountain, 山
print, 印刷
deep, 深い
religion, 信仰
belief, 印象
whistle, 口笛
heart, こころ
vessel, 容器
band, しばるもの
have, 持っている
dear, 親愛な
balance, バランスをとる
grain, 穀物
fly, 飛ぶ
as, 同じように
brother, 兄
bucket, バケツ
rate, 割合
cold, 冷たい
future, 未来の形容詞】
able, 可能な
already, すでに
degree, レベル
stretch, 伸張
