Eng,Ja
judge, 判断する
self, 自分
goat, 山羊
letter, 便り
powder, 粉
song, 歌
body, 本体
reaction, 反応
stiff, こわばった
on, うえに
value, 価値
bite, かみつく
waiting, 待ち時間
chest, むね
conscious, 気づいて
new, 新しい
event, できごと
at, ～に
kettle, 湯わかし
baby, ベビー
minute, 分
ready, 準備のできた
suggestion, 提案
pin, ピン
or, または
clean, きれいな
tendency, 傾向
mine, 私の
drain, 排水路
angry, 怒った
art, 芸術
see, 見る
approval, 賛成
star, 星
soup, スープ
reward, 報いる
cow, 牛
amusement, 楽しみ
face, 顔
tree, 木
twist, ひねる
about, ～について
map, 地図
degree, レベル
property, 所有物
name, 名前
station, 駅
may, してもいい
knowledge, 知識
drink, 飲む
