Eng,Ja
island, 島
healthy, 健康な
very, とても
quick, 素早い
put, 置く
wet, ぬれた
system, システム
steel, 鋼鉄
bulb, 球状のもの
pencil, 鉛筆
cup, コップ
watch, 時計
narrow, せまい
insurance, 保険
number, 数
ray, 光線
protest, 断言する
statement, 述べる
poison, 毒
oven, 天火
offer, 提供する
science, 科学
street, ストリート
smile, ほほ笑む
balance, バランスをとる
move, 動く
answer, 答える
reason, 推論
near, ほぼ
addition, 付け足し
hole, 穴
sense, 感覚
dead, 枯れた
fold, 折りたたむ
complex, 複雑な
baby, ベビー
approval, 賛成
respect, 尊敬
again, さらに
probable, ありそうな
good, 良い
nail, つめ
food, 食べ物
rest, 休む
ant, アリ
plane, 平ら
spring, 春
there, そこに
hollow, 空っぽな
straight, まっすぐな
