Eng,Ja
number, 数
library, ライブラリ
division, 分割
peace, 和平
rat, ネズミ
sneeze, くしゃみをする
river, 川
responsible, 責任がある
long, 長い
regular, 普通の
sad, 残念な
while, 期間
breath, 呼吸
awake, 覚めた
structure, 構造
brown, 茶色い
school, 学校
cotton, 綿
sign, 記号
start, 開始
pig, ぶた
music, ミュージック
man, 人間
ever, つねに
crime, 犯罪
argument, 議論
parallel, 平行な
religion, 信仰
food, 食べ物
shoe, くつ
umbrella, かさ
watch, 時計
war, 戦争
arch, カーブ
brain, 頭脳
net, ネット
finger, 指
cold, 冷たい
pen, ペン
play, 遊ぶ
even, 均等な
ornament, 装飾
view, 視野
foot, 足
hearing, 聞くこと
hour, 時間
summer, 夏
society, 世界
blood, 血液
ship, 船
