Eng,Ja
morning, 朝
cloud, 雲
moon, 月
stocking, ストッキング
spring, 春
ice, 氷
roll, 転がる
rice, おコメ
belief, 印象
button, ボタン
cry, めそめそする
account, 説明
house, 家
music, ミュージック
bone, 骨
world, 世界
smash, 打ち付ける
forward, 前に
brain, 頭脳
fruit, くだもの
reward, 報いる
stop, ストップ
up, 上方へ
drink, 飲む
so, 現に
parcel, 小包
vessel, 容器
look, 見える
selection, 選択
wash, 洗う
left, 左の
mist, 霧
sneeze, くしゃみをする
crush, 壊れる
loose, なまけた
judge, 判断する
authority, 権威
voice, 声
discussion, 話し合い
danger, リスク
true, 正確な
jewel, 宝石
mind, 気持ち
copper, 銅
seat, 着席させる
bag, ふくろ
decision, 判断
poor, 貧乏な
thread, 糸
sex, 性別
