Eng,Ja
journey, 旅行
sort, 分類する
west, 西
match, 試合
attraction, 魅力
bath, 入浴
jewel, 宝石
ever, つねに
motion, 動き
part, ある程度
reading, 読み取り
tall, 高い
danger, リスク
than, ～よりも
feeble, 弱々しい
learning, 修得
hair, 毛
rub, こする
noise, 騒ぐ
hammer, ハンマー
year, 年
fertile, 肥えた
chin, アゴ
street, ストリート
grass, 芝生
basin, 洗面器
bell, ベル
school, 学校
important, 重要な
top, てっぺん
system, システム
tongue, 舌
social, 社会
through, から
with, いっしょに
ill, 不完全な
cloth, 生地
adjustment, 手直し
step, 段
purpose, 目的
soft, 柔らかな
wave, 波
design, 計画
form, 形姿
order, 配列
disgust, 吐き気を催させる
moon, 月
roof, 屋根
offer, 提供する
get, 受け取る
