Eng,Ja
guide, 案内する
day, 昼間
glove, 手袋
paste, 貼りつける
then, それから
trouble, 故障
like, 同じような
political, 政治的な
feather, 羽
degree, レベル
kick, 蹴り
serious, まじめな
attack, 攻める
company, 付添い
turn, 回転させる
opinion, 意見
winter, 冬
cook, 炊事する
send, 送る
polish, 磨る
land, 土地
boot, ブーツ
stomach, 胃
private, 秘密の
design, 計画
physical, 物理的
but, しかし
wine, ワイン
sticky, 粘っこい
here, ここに
slip, すべる
summer, 夏
umbrella, かさ
conscious, 気づいて
surprise, 驚き
around, 周りに
experience, 経験
stem, 茎
medical, 医療
happy, しあわせな
young, 若い
heart, こころ
with, いっしょに
process, 過程
grass, 芝生
social, 社会
new, 新しい
flower, 花を咲かす
gold, 黄金
walk, 歩く
