Eng,Ja
bad, ひどい
sign, 記号
thick, 濃い
parallel, 平行な
past, 通り越して
first, 最初に
tall, 高い
agreement, 協定
different, 変わった
hook, 鉤
under, ～の下に
pot, つぼ
shirt, シャツ
no, いいえ
leg, 脚
hat, 帽子
friend, 友達
need, 動機
mine, 私の
tight, 窮屈な
basin, 洗面器
neck, 首
bed, ベッド
cheap, 安上がりな
smell, においがする
wheel, 車輪
base, 基礎づける
cotton, 綿
observation, 観測
jelly, ゼリー化する
quiet, 静かな
female, 牝
with, いっしょに
attempt, 試みる
send, 送る
and, ～と
any, なんらか
there, そこに
servant, 使用人
pipe, パイプ
heat, 暖める
church, 教会
rule, ルール
bucket, バケツ
current, 流れ
certain, 確かな
week, 週
important, 重要な
fear, 恐怖
band, しばるもの
