Eng,Ja
get, 受け取る
receipt, 受取り
foolish, おろかな
house, 家
wing, つばさ
harmony, 調和
learning, 修得
opposite, 向かい合わせの
goat, 山羊
relation, 結付き
journey, 旅行
special, 特別の
amount, 量
wood, 樹木
wash, 洗う
support, 支える
fish, 魚
pen, ペン
vessel, 容器
year, 年
medical, 医療
division, 分割
reaction, 反応
healthy, 健康な
over, 上の方に
body, 本体
hard, 必死に
poison, 毒
run, 走る
advertisement, アド
tight, 窮屈な
side, 片面
sea, 海
cry, めそめそする
addition, 付け足し
market, 市場
engine, エンジン
up, 上方へ
transport, 運輸
detail, 詳しく述べる
noise, 騒ぐ
tendency, 傾向
well, よく
sugar, さとう
belief, 印象
weight, 重さ
cook, 炊事する
angle, 角度
cat, ネコ
financial, 財務上の
