Eng,Ja
world, 世界
bone, 骨
old, 古い
shock, ショック
political, 政治的な
even, 均等な
mine, 私の
burst, 爆発
bird, 鳥
pocket, 懐中
pig, ぶた
comparison, 比較
sort, 分類する
guide, 案内する
field, 野原
heart, こころ
responsible, 責任がある
umbrella, かさ
fear, 恐怖
danger, リスク
dry, 乾いた
hanging, つりさげ
let, させる
fight, ファイト
trousers, ズボン
current, 流れ
dust, 散らかす
west, 西
grass, 芝生
certain, 確かな
process, 過程
amusement, 楽しみ
when, 時期
mass, 大きな塊
sense, 感覚
cough, せき
summer, 夏
loose, なまけた
right, 正確な
side, 片面
paint, 色つけ
behaviour, 行儀
sneeze, くしゃみをする
care, 整備
muscle, 筋肉
camera, カメラ
color, 色合い
station, 駅
back, 以前に
cotton, 綿
