Eng,Ja
meeting, 集まり
tomorrow, あす
any, なんらか
belief, 印象
keep, 保つ
fat, 太った
knowledge, 知識
female, 牝
bird, 鳥
eye, 目
respect, 尊敬
rub, こする
brush, ブラシ
between, 中間に
middle, 中位
gun, 銃
paper, 紙
meat, 肉
garden, 庭いじりをする
camera, カメラ
bee, 蜂
direction, 舵取り
expansion, 引き伸ばし
earth, 地球
doubt, 怪しむ
prose, 散文
no, いいえ
frequent, よくある
brown, 茶色い
may, してもいい
church, 教会
porter, 運搬人
point, 点
ink, インク
north, 北
offer, 提供する
hearing, 聞くこと
pocket, 懐中
quick, 素早い
mark, 目印
sex, 性別
wine, ワイン
answer, 答える
damage, そこなう
payment, 入金
down, 下に
government, 統治すること
idea, 着想
than, ～よりも
time, 時
