Eng,Ja
about, ～について
laugh, 笑う
take, 取る
event, できごと
air, 空気
curve, 曲がる
road, 道筋
happy, しあわせな
broken, 壊れた
birth, 生みだす
accordingto, ～によれば
art, 芸術
view, 視野
living, 生きている
go, 行く
sticky, 粘っこい
every, あらゆる
safe, 安全な
such, こんな
fight, ファイト
wood, 樹木
turn, 回転させる
spade, スペード
wind, 風
complete, 完全な
time, 時
knowledge, 知識
milk, 牛乳
into, (入った)中に
trousers, ズボン
cow, 牛
attraction, 魅力
weight, 重さ
distribution, 配布
sweet, 優しい
manager, 管理職
serious, まじめな
baby, ベビー
arm, 武装
nerve, 神経
bridge, 橋
stomach, 胃
rat, ネズミ
long, 長い
invention, 考案
stitch, ぬい合わせる
wing, つばさ
weather, 天気
blue, 青い
sleep, 眠る
