Eng,Ja
cushion, クッション
business, シゴト
kick, 蹴り
quite, すっかり
square, 四角
free, 自由な
crime, 犯罪
dust, 散らかす
horn, 角
look, 見える
mass, 大きな塊
be, ある
history, 歴史
chest, むね
smash, 打ち付ける
school, 学校
reaction, 反応
while, 期間
spade, スペード
simple, シンプルな
winter, 冬
sock, ぶん殴る
throat, のど
public, パブリック
seem, 見える
oven, 天火
amusement, 楽しみ
yesterday, 昨日
clear, 明るい
apple, リンゴ
judge, 判断する
advertisement, アド
arm, 武装
dog, 犬
bitter, 苦い
slip, すべる
clean, きれいな
unit, 単一体
hammer, ハンマー
daughter, 娘
fall, 落ちる
song, 歌
ant, アリ
true, 正確な
day, 昼間
development, 発展
connection, 結びつき
normal, 正常な
store, 商店
nuts, 木の実
