Eng,Ja
pipe, パイプ
insurance, 保険
surprise, 驚き
ant, アリ
secretary, 事務官
dependent, 依存した
history, 歴史
hand, 手
brain, 頭脳
neck, 首
metal, メタリック
peace, 和平
cut, カットされた
loss, 敗北
star, 星
regret, 惜しむ
soup, スープ
top, てっぺん
test, テスト
curtain, カーテン
tax, 課税
eye, 目
scale, 目盛り
change, 変質
wind, 風
position, 場所
smile, ほほ笑む
tin, スズ
sticky, 粘っこい
winter, 冬
price, 価格
chief, 主要な
grip, 取っ手
street, ストリート
expert, 専門家
on, うえに
fork, フォーク
private, 秘密の
church, 教会
owner, 持主
horse, 馬
sleep, 眠る
organization, 設立
stage, 区間
weather, 天気
but, しかし
will, するつもりだ
apple, リンゴ
quite, すっかり
so, 現に
