Eng,Ja
event, できごと
healthy, 健康な
chest, むね
mother, 母親
curve, 曲がる
attraction, 魅力
chain, くさり
bridge, 橋
blade, 刃物
competition, 競争
poor, 貧乏な
winter, 冬
only, ただひとり
warm, 暖める
authority, 権威
respect, 尊敬
door, 扉
come, 訪れる
sound, 鳴る
touch, タッチ
pull, 引っぱる
acid, すっぱい
blue, 青い
ear, 耳
fold, 折りたたむ
boiling, 煮えた
old, 古い
hearing, 聞くこと
prose, 散文
comfort, 快適
family, 家族
keep, 保つ
tomorrow, あす
distance, 引き離す
simple, シンプルな
key, 鍵
medical, 医療
sky, 空
spade, スペード
smooth, なめらかな
coat, コート
tall, 高い
range, 範囲
prison, 牢屋
though, だが
soft, 柔らかな
awake, 覚めた
story, 物語
horn, 角
thing, モノ
