Eng,Ja
jewel, 宝石
swim, 泳ぎ
special, 特別の
blow, 吹く
meeting, 集まり
deep, 深い
rough, 荒い
air, 空気
connection, 結びつき
late, 遅れた
rod, 棒
prison, 牢屋
window, ウィンドウ
son, 息子
act, 行動する
narrow, せまい
blue, 青い
land, 土地
bee, 蜂
trousers, ズボン
head, アタマ
mixed, まざった
chance, 賭け
distance, 引き離す
hair, 毛
idea, 着想
sponge, スポンジ
though, だが
chief, 主要な
band, しばるもの
because, なぜなら
iron, 鉄
competition, 競争
agreement, 協定
respect, 尊敬
science, 科学
east, 東
advertisement, アド
eye, 目
general, 世間一般の
sense, 感覚
white, 白い
house, 家
from, ～から
pencil, 鉛筆
cat, ネコ
muscle, 筋肉
language, 言語
cry, めそめそする
soft, 柔らかな
