Eng,Ja
cord, ひも
flower, 花を咲かす
wrong, 不正確な
cloud, 雲
kiss, くちづけ
place, 場所
salt, 塩
glove, 手袋
future, 未来の形容詞】
care, 整備
heat, 暖める
loss, 敗北
smile, ほほ笑む
condition, 条件
ring, 鳴り響く
amount, 量
exchange, 取り替える
receipt, 受取り
clear, 明るい
story, 物語
now, 今
why, 理由
possible, ありうる
east, 東
agreement, 協定
answer, 答える
drop, しずく
house, 家
yes, 肯定的な返答
full, いっぱいの
mist, 霧
where, 場所
crime, 犯罪
credit, 信用
rhythm, リズム
country, 国家
while, 期間
debt, 負債
serious, まじめな
birth, 生みだす
monkey, さる
up, 上方へ
stick, ステッキ
impulse, 衝動
safe, 安全な
root, 根っこ
skin, ひふ
left, 左の
button, ボタン
song, 歌
