Eng,Ja
send, 送る
son, 息子
wheel, 車輪
distance, 引き離す
healthy, 健康な
story, 物語
person, 個人
let, させる
angle, 角度
fertile, 肥えた
rice, おコメ
grass, 芝生
material, 実質的
seat, 着席させる
pull, 引っぱる
relation, 結付き
behaviour, 行儀
wave, 波
match, 試合
here, ここに
liquid, 液体
observation, 観測
driving, 運転
year, 年
card, カード
east, 東
connection, 結びつき
wine, ワイン
prose, 散文
strong, 力強い
boot, ブーツ
economic, 経済
store, 商店
bitter, 苦い
special, 特別の
dark, 暗い
world, 世界
chance, 賭け
range, 範囲
authority, 権威
important, 重要な
flat, フラット
test, テスト
dust, 散らかす
bucket, バケツ
field, 野原
hollow, 空っぽな
business, シゴト
jelly, ゼリー化する
or, または
