Eng,Ja
note, 記録
apple, リンゴ
ball, 球
bee, 蜂
egg, 卵
sleep, 眠る
sister, 姉妹
woman, 女性
judge, 判断する
authority, 権威
trade, 交換
tin, スズ
look, 見える
turn, 回転させる
body, 本体
hanging, つりさげ
sock, ぶん殴る
breath, 呼吸
language, 言語
direction, 舵取り
insect, 虫
will, するつもりだ
when, 時期
brake, 歯止め
slow, 遅い
process, 過程
late, 遅れた
false, 間違った
broken, 壊れた
servant, 使用人
around, 周りに
discussion, 話し合い
key, 鍵
knot, 結ぶ
baby, ベビー
stage, 区間
ready, 準備のできた
discovery, 発見
cotton, 綿
angry, 怒った
slip, すべる
morning, 朝
war, 戦争
plant, 植物
winter, 冬
snake, ヘビ
statement, 述べる
goat, 山羊
month, 月
ear, 耳
