Eng,Ja
floor, 床
bag, ふくろ
fish, 魚
short, 短い
screw, ねじる
hat, 帽子
brain, 頭脳
table, テーブル
machine, 機械
adjustment, 手直し
very, とても
mass, 大きな塊
into, (入った)中に
size, サイズ
scissors, はさみ
feather, 羽
reason, 推論
current, 流れ
through, から
yesterday, 昨日
engine, エンジン
test, テスト
fear, 恐怖
silk, 絹糸
sort, 分類する
general, 世間一般の
oil, オイル
silver, 銀
story, 物語
month, 月
line, 線
drawer, 引き出し
pull, 引っぱる
narrow, せまい
business, シゴト
paint, 色つけ
violent, 暴力的
blood, 血液
wheel, 車輪
angle, 角度
solid, 固体の
learning, 修得
near, ほぼ
match, 試合
basin, 洗面器
comb, クシ
position, 場所
join, 交わる
different, 変わった
cough, せき
