Eng,Ja
trade, 交換
small, 小さい
general, 世間一般の
brush, ブラシ
value, 価値
direction, 舵取り
middle, 中位
tired, 疲れた
memory, 記憶
roof, 屋根
teaching, 教え
idea, 着想
question, 問いただす
church, 教会
much, ほぼ
bite, かみつく
base, 基礎づける
strange, 奇妙な
fork, フォーク
credit, 信用
board, 板
attraction, 魅力
point, 点
say, 言う
last, 臨終の
information, 情報
ring, 鳴り響く
writing, 作文
son, 息子
angle, 角度
step, 段
bent, まがった
night, 夜
different, 変わった
rod, 棒
pot, つぼ
bad, ひどい
fight, ファイト
cloud, 雲
sun, 太陽
pump, 注入する
error, 間違い
little, わずか
important, 重要な
receipt, 受取り
only, ただひとり
push, 押す
basket, かご
pain, 痛み
world, 世界
