Eng,Ja
statement, 述べる
property, 所有物
feather, 羽
burn, 燃す
whip, むち打ち
when, 時期
thought, 思索
how, 方法
say, 言う
stocking, ストッキング
from, ～から
hour, 時間
male, 男性
rain, 雨が降る
pipe, パイプ
grass, 芝生
do, する
harbor, 港
hearing, 聞くこと
kettle, 湯わかし
every, あらゆる
boat, 小船
through, から
great, 偉大な
monkey, さる
insect, 虫
machine, 機械
all, すべて
smile, ほほ笑む
shoe, くつ
breath, 呼吸
wing, つばさ
open, 開いた
behaviour, 行儀
plate, 平皿
muscle, 筋肉
library, ライブラリ
existence, 存在
well, よく
son, 息子
yellow, 黄色い
reward, 報いる
plant, 植物
happy, しあわせな
experience, 経験
umbrella, かさ
fear, 恐怖
cloud, 雲
government, 統治すること
effect, 結果
