Eng,Ja
ball, 球
if, もしも
cord, ひも
hand, 手
walk, 歩く
horse, 馬
carriage, 乗り物
friend, 友達
over, 上の方に
wood, 樹木
healthy, 健康な
be, ある
shade, 影
stone, 石
morning, 朝
part, ある程度
data, データ
with, いっしょに
any, なんらか
debt, 負債
hollow, 空っぽな
room, 部屋
fruit, くだもの
down, 下に
worm, 虫
pump, 注入する
drop, しずく
dirty, 汚れた
married, 結婚している
cloud, 雲
tooth, 歯
arm, 武装
servant, 使用人
shame, 恥
nose, 鼻
heart, こころ
effect, 結果
organization, 設立
note, 記録
but, しかし
farm, 農場
before, 先に
straight, まっすぐな
law, 法律
impulse, 衝動
list, 挙げる
knife, ナイフ
fact, 事実
simple, シンプルな
daughter, 娘
