Eng,Ja
effect, 結果
all, すべて
good, 良い
out, 外に
tin, スズ
bulb, 球状のもの
trouble, 故障
flame, 火炎
at, ～に
ready, 準備のできた
way, 道
seat, 着席させる
public, パブリック
market, 市場
debt, 負債
wind, 風
wrong, 不正確な
foolish, おろかな
strong, 力強い
kick, 蹴り
protest, 断言する
stem, 茎
order, 配列
only, ただひとり
though, だが
disease, 不快な状態
disgust, 吐き気を催させる
milk, 牛乳
limit, 制約
cause, 原因
right, 正確な
wash, 洗う
cry, めそめそする
window, ウィンドウ
step, 段
education, 教育
division, 分割
stomach, 胃
long, 長い
profit, 得する
sun, 太陽
thumb, おやゆび
thick, 濃い
comparison, 比較
bit, かけら
salt, 塩
stitch, ぬい合わせる
reward, 報いる
nuts, 木の実
office, オフィス
