Eng,Ja
destruction, 撃滅
living, 生きている
come, 訪れる
walk, 歩く
quiet, 静かな
well, よく
glass, ガラス
minute, 分
serious, まじめな
jewel, 宝石
weather, 天気
country, 国家
writing, 作文
short, 短い
blow, 吹く
south, 南
judge, 判断する
competition, 競争
distribution, 配布
whistle, 口笛
stone, 石
front, 正面
sponge, スポンジ
kiss, くちづけ
angry, 怒った
paste, 貼りつける
waiting, 待ち時間
fork, フォーク
tongue, 舌
cause, 原因
ink, インク
dead, 枯れた
feeling, 感じ
plant, 植物
trade, 交換
waste, 浪費する
wall, カベ
solid, 固体の
fact, 事実
meat, 肉
cook, 炊事する
line, 線
bright, 明々と
because, なぜなら
male, 男性
clock, 計時
door, 扉
so, 現に
bitter, 苦い
rule, ルール
