Eng,Ja
nation, 国家
sky, 空
connection, 結びつき
potato, ジャガイモ
iron, 鉄
opposite, 向かい合わせの
married, 結婚している
now, 今
profit, 得する
through, から
opinion, 意見
white, 白い
east, 東
soap, せっけん
together, 同時に
crack, ひびわれる
quality, 品質
slip, すべる
eye, 目
roof, 屋根
wide, 幅広い
touch, タッチ
old, 古い
violent, 暴力的
trouble, 故障
cake, ケーキ
bulb, 球状のもの
circle, 一回り
amusement, 楽しみ
red, 赤い
separate, 分かれた
cover, おおう
physical, 物理的
branch, 枝
part, ある程度
daughter, 娘
flag, 旗
jump, 跳躍する
note, 記録
property, 所有物
like, 同じような
flat, フラット
net, ネット
great, 偉大な
around, 周りに
silk, 絹糸
color, 色合い
price, 価格
guide, 案内する
twist, ひねる
