Eng,Ja
strong, 力強い
control, 制御する
copy, コピー
scissors, はさみ
whip, むち打ち
friend, 友達
secret, 秘密の
root, 根っこ
motion, 動き
payment, 入金
development, 発展
or, または
tax, 課税
love, 愛情
data, データ
wind, 風
opposite, 向かい合わせの
long, 長い
substance, 物質
president, 大統領
berry, ベリー
wide, 幅広い
because, なぜなら
record, レコード
grain, 穀物
across, 横切った
man, 人間
statement, 述べる
work, 労働
representative, 代表する
full, いっぱいの
no, いいえ
force, 勢い
dry, 乾いた
amount, 量
match, 試合
world, 世界
first, 最初に
river, 川
need, 動機
up, 上方へ
ball, 球
example, 見本
yesterday, 昨日
trick, いたずら
value, 価値
care, 整備
mobile, モバイル
dead, 枯れた
insurance, 保険
